EOG,GAZE_INTERPOLATED,SACC,STIM,TIME
28.697529498,NaN,10.29,NaN,-0.3
28.697529498,1.19,NaN,NaN,-0.288
28.697529498,0.08,NaN,NaN,-0.276
28.697529498,2.33,NaN,NaN,-0.264
28.697529498,3.86,NaN,NaN,-0.252
28.700847087,3.67,NaN,NaN,-0.24
28.704789729,5.86,NaN,NaN,-0.228
28.69522161,4.96,NaN,NaN,-0.216
28.69570242,3.16,NaN,NaN,-0.204
28.701087492,5.83,NaN,NaN,-0.192
28.697817984,0.69,NaN,NaN,-0.18
28.697817984,2.93,NaN,NaN,-0.168
28.697817984,4.44,NaN,NaN,-0.156
28.697817984,7.41,NaN,NaN,-0.144
28.697817984,10.38,NaN,NaN,-0.132
28.697817984,13.35,NaN,NaN,-0.12
28.723397076,16.31,NaN,NaN,-0.108
28.727964771,18.92,NaN,NaN,-0.096
28.729070634,20.05,NaN,NaN,-0.084
28.736186622,17.42,NaN,NaN,-0.072
28.730080335,17.34,NaN,NaN,-0.06
28.730080335,13.87,NaN,NaN,-0.048
28.728493662,17.02,NaN,NaN,-0.036
28.730849631,16.93,NaN,NaN,-0.024
28.730849631,16.78,NaN,NaN,-0.012
28.720464135,16.42,NaN,NaN,-0
28.728253257,16.05,NaN,-0.2,0.012
28.72791669,15.73,NaN,-0.2,0.024
28.72791669,15.44,NaN,-0.2,0.036
28.72791669,15.06,NaN,-0.2,0.048
28.721473836,14.69,NaN,-0.2,0.06
28.735369245,14.48,NaN,-0.2,0.072
28.748639601,14.18,NaN,-0.2,0.084
28.719214029,14,NaN,-0.2,0.096
28.724358696,13.59,NaN,-0.2,0.108
28.733542167,13.46,NaN,-0.2,0.12
28.733542167,11.54,-25.62,-0.2,0.132
28.710847935,7.53,NaN,-0.2,0.144
28.710847935,4.04,NaN,-0.2,0.156
28.710847935,0.55,NaN,-0.2,0.168
28.710847935,-2.93,NaN,-0.2,0.18
28.692288669,-6.42,NaN,-0.2,0.192
28.672238892,-8.73,NaN,-0.2,0.204
28.678585584,-8.6,NaN,-0.2,0.216
28.700847087,-8.33,NaN,-0.2,0.228
28.700847087,-6.51,NaN,-0.2,0.24
28.703635785,-6.71,NaN,-0.2,0.252
28.711184502,-8.32,NaN,-0.2,0.264
28.711184502,-8.48,NaN,-0.2,0.276
28.709117019,-8.69,NaN,-0.2,0.288
28.716184926,-8.91,NaN,-0.2,0.3
28.725945369,-9.89,NaN,-0.2,0.312
28.701327897,-10.88,NaN,-0.2,0.324
28.701327897,-11.44,NaN,-0.2,0.3359
28.689403809,-11.67,NaN,-0.2,0.3479
28.70868429,-11.6,NaN,-0.2,0.3599
28.70868429,-11.54,NaN,-0.2,0.3719
28.70868429,-11.42,NaN,-0.2,0.3839
28.70868429,-11.37,NaN,-0.2,0.3959
28.70868429,-11.37,NaN,-0.2,0.4079
28.716040683,-11.39,NaN,-0.2,0.4199
28.730464983,-11.39,-0.72,-0.2,0.4319
28.729695687,-13.54,NaN,-0.2,0.4439
28.729214877,-12.73,NaN,-0.2,0.4559
28.729214877,-11.32,NaN,-0.2,0.4679
28.721329593,-11.49,NaN,-0.2,0.4799
28.735225002,-11.6,NaN,-0.2,0.4919
28.735225002,-10.61,NaN,-0.2,0.5039
28.735225002,-11.22,NaN,-0.2,0.5159
28.735225002,-10.63,NaN,-0.2,0.5279
28.731859332,-10.4,NaN,-0.2,0.5399
28.740706236,-11.23,NaN,-0.2,0.5519
28.726666584,-11.16,NaN,-0.2,0.5639
28.732580547,-11.09,NaN,-0.2,0.5759
28.752534162,-11.67,NaN,-0.2,0.5879
28.752534162,-13.78,NaN,-0.2,0.5999
28.752534162,-10.95,NaN,-0.2,0.6119
28.752534162,-10.96,NaN,-0.2,0.6239
28.742966043,-10.97,NaN,-0.2,0.6359
28.742966043,-8.34,NaN,-0.2,0.6479
28.743975744,-10.87,NaN,-0.2,0.6599
28.731859332,-10.85,NaN,-0.2,0.6719
28.72935912,-10.78,NaN,-0.2,0.6839
28.742100585,-10.74,NaN,-0.2,0.6959
28.735946217,-9.6,NaN,-0.2,0.7079
28.735946217,-8.26,NaN,-0.2,0.7199
28.737869457,-10.64,NaN,-0.2,0.7319
28.750851327,-10.63,NaN,-0.2,0.7439
28.736763594,-10.64,NaN,-0.2,0.7559
28.740994722,-10.65,NaN,-0.2,0.7679
28.752630324,-10.68,NaN,-0.2,0.7799
28.75099557,-10.72,NaN,-0.2,0.7919
28.75099557,-10.39,NaN,-0.2,0.8039
28.75099557,-8.12,NaN,-0.2,0.8159
28.75099557,-10.84,NaN,-0.2,0.8279
28.75099557,-7.76,NaN,-0.2,0.8399
28.753255377,-10.58,NaN,-0.2,0.8519
28.746812523,-10.77,NaN,-0.2,0.8639
28.742437152,-10.74,NaN,-0.2,0.8759
28.757871153,-10.7,NaN,-0.2,0.8879
28.757823072,-10.63,NaN,-0.2,0.8999
28.757823072,-10.57,NaN,-0.2,0.9119
28.757005695,-10.52,NaN,-0.2,0.9239
28.759409745,-10.47,NaN,-0.2,0.9359
28.759409745,-10.41,NaN,-0.2,0.9479
28.752870729,-10.37,NaN,-0.2,0.9599
28.750707084,-10,NaN,-0.2,0.9719
28.756044075,-7.69,NaN,-0.2,0.9839
28.756044075,-10.2,NaN,-0.2,0.9959
28.746860604,-10.21,NaN,-0.2,1.0079
28.759890555,-10.19,NaN,-0.2,1.0199
28.759890555,-10.16,NaN,-0.53,1.0319
28.758255801,-10.15,NaN,-0.53,1.0439
28.744023825,-10.15,NaN,-0.53,1.0559
28.735561569,-10.14,NaN,-0.53,1.0679
28.735561569,-10.14,NaN,-0.53,1.0799
28.750803246,-9.34,NaN,-0.53,1.0919
28.750947489,-9.9,NaN,-0.53,1.1039
28.750947489,-11.06,NaN,-0.53,1.1159
28.746043227,-10.23,NaN,-0.53,1.1279
28.746043227,-10.27,NaN,-0.53,1.1399
28.746043227,-10.3,NaN,-0.53,1.1519
28.746043227,-10.45,NaN,-0.53,1.1639
28.748303034,-12.08,-18.12,-0.53,1.1759
28.74089856,-16.75,NaN,-0.53,1.1879
28.712963499,-19.35,NaN,-0.53,1.1999
28.718396652,-21.47,NaN,-0.53,1.2119
28.70724186,-23.59,NaN,-0.53,1.2239
28.710367125,-25.71,NaN,-0.53,1.2359
28.686999759,-28.88,NaN,-0.53,1.2479
28.699645062,-28.02,NaN,-0.53,1.2599
28.683489846,-28.1,NaN,-0.53,1.2719
28.689548052,-28.18,NaN,-0.53,1.2839
28.695029286,-27.12,NaN,-0.53,1.2959
28.691567454,-27.52,NaN,-0.53,1.3079
28.691567454,-28.49,NaN,-0.53,1.3199
28.691567454,-28.59,NaN,-0.53,1.3319
28.695077367,-28.66,NaN,-0.53,1.3439
28.694115747,-28.79,NaN,-0.53,1.3559
28.70483781,-28.87,NaN,-0.53,1.3679
28.7091651,-30.04,NaN,-0.53,1.3799
28.666613415,-31.06,NaN,-0.53,1.3919
28.672912026,-29.96,NaN,-0.53,1.4039
28.687576731,-29.14,NaN,-0.53,1.4159
28.686999759,-27.39,NaN,-0.53,1.4279
28.686999759,-27.86,NaN,-0.53,1.4399
28.691952102,-30.13,-1.72,-0.53,1.4519
28.708732371,-31.39,NaN,-0.53,1.4639
28.708732371,-32.27,NaN,-0.53,1.4759
28.678104774,-30.26,NaN,-0.53,1.4879
28.676325777,-28.39,NaN,-0.53,1.4999
28.697385255,-31.15,NaN,-0.53,1.5119
28.697385255,-28.05,NaN,-0.53,1.5239
28.697385255,-30.45,NaN,-0.53,1.5359
28.689884619,-30.55,NaN,-0.53,1.5479
28.688201784,-30.64,NaN,-0.53,1.5599
28.692865641,-30.7,NaN,-0.53,1.5719
28.692865641,-28.72,NaN,-0.53,1.5838
28.692865641,-32.83,NaN,-0.53,1.5958
28.691807859,-30.82,NaN,-0.53,1.6078
28.691807859,-30.78,NaN,-0.53,1.6198
28.704357,-32.03,NaN,-0.53,1.6318
28.692432912,-32.84,NaN,-0.53,1.6438
28.69233675,-30.68,NaN,-0.53,1.6558
28.689115323,-28.13,NaN,-0.53,1.6678
28.67935488,-33.42,NaN,-0.53,1.6798
28.691086644,-32.8,NaN,-0.53,1.6918
28.686038139,-30.28,NaN,-0.53,1.7038
28.686038139,-30.13,NaN,-0.53,1.7158
28.686038139,-30.53,NaN,-0.53,1.7278
28.685701572,-32.23,NaN,-0.53,1.7398
28.685701572,-29.79,NaN,-0.53,1.7518
28.697337174,-29.72,NaN,-0.53,1.7638
28.688922999,-29.7,NaN,-0.53,1.7758
28.688297946,-29.69,NaN,-0.53,1.7878
28.68272055,-29.68,NaN,-0.53,1.7998
28.68272055,-29.69,NaN,-0.53,1.8118
28.691567454,-29.7,NaN,-0.53,1.8238
28.691567454,-29.7,NaN,-0.53,1.8358
28.690317348,-28.57,NaN,-0.53,1.8478
28.683874494,-32.14,NaN,-0.53,1.8598
28.683874494,-30.39,NaN,-0.53,1.8718
28.683874494,-29.78,NaN,-0.53,1.8838
28.683874494,-29.84,NaN,-0.53,1.8958
28.688201784,-29.91,NaN,-0.53,1.9078
28.700318196,-27.65,NaN,-0.53,1.9198
28.690942401,-29.95,NaN,-0.53,1.9318
28.690942401,-30.59,NaN,-0.53,1.9438
28.690942401,-32.4,NaN,-0.53,1.9558
28.690942401,-30.15,NaN,-0.53,1.9678
28.702866489,-30.1,NaN,-0.53,1.9798
28.686759354,-30.1,NaN,-0.53,1.9918
28.678249017,-30.06,51.72,-0.53,2.0038
28.71253077,-27.41,NaN,-0.53,2.0158
28.711328745,-23.29,NaN,-0.53,2.0278
28.711328745,-19.17,NaN,-0.53,2.0398
28.722339294,-15.05,NaN,-0.53,2.0518
28.751380218,-10.93,NaN,-0.53,2.0638
28.771766562,-6.82,NaN,-0.53,2.0758
28.784315703,-2.7,NaN,-0.53,2.0878
28.784315703,1.42,NaN,-0.53,2.0998
28.817683917,5.54,NaN,-0.53,2.1118
28.817491593,9.66,NaN,-0.53,2.1238
28.817491593,13.77,NaN,-0.53,2.1358
28.817491593,17.89,NaN,-0.1,2.1478
28.817491593,21.56,NaN,-0.1,2.1598
28.817395431,22.9,NaN,-0.1,2.1718
28.847446056,20.78,NaN,-0.1,2.1838
28.843695738,20.82,NaN,-0.1,2.1958
28.843695738,19.13,NaN,-0.1,2.2078
28.830184977,19.86,NaN,-0.1,2.2198
28.84427271,21.2,NaN,-0.1,2.2318
28.84234947,21.43,NaN,-0.1,2.2438
28.84715757,21.54,NaN,-0.1,2.2558
28.841964822,23.16,NaN,-0.1,2.2678
28.839320367,22.91,NaN,-0.1,2.2798
28.839320367,21.9,NaN,-0.1,2.2918
28.839320367,21.45,NaN,-0.1,2.3038
28.839320367,17.76,-25.96,-0.1,2.3158
28.81157763,14.15,NaN,-0.1,2.3278
28.798018788,10.54,NaN,-0.1,2.3398
28.786431267,6.93,NaN,-0.1,2.3518
28.795326252,3.32,NaN,-0.1,2.3638
28.795326252,-0.29,NaN,-0.1,2.3758
28.776718905,-3.52,NaN,-0.1,2.3878
28.783642569,-3.98,NaN,-0.1,2.3998
28.783642569,-3.95,NaN,-0.1,2.4118
28.783642569,-5.55,NaN,-0.1,2.4238
28.773064749,-4.08,NaN,-0.1,2.4358
28.763592792,-3.22,NaN,-0.1,2.4478
28.775949609,-1.74,NaN,-0.1,2.4598
28.775949609,-3.95,NaN,-0.1,2.4718
28.775949609,-3.02,NaN,-0.1,2.4838
28.775949609,-3.51,NaN,-0.1,2.4958
28.772006967,-6.67,NaN,-0.1,2.5078
28.776622743,-4.2,NaN,-0.1,2.5198
28.750178193,-4.12,NaN,-0.1,2.5318
28.753063053,-4.24,NaN,-0.1,2.5438
28.754649726,-4.92,NaN,-0.1,2.5558
28.762246524,-5.12,NaN,-0.1,2.5678
28.762246524,-5.05,NaN,-0.1,2.5798
28.762246524,-5.05,NaN,-0.1,2.5918
28.749264654,-3.54,NaN,-0.1,2.6038
28.760707932,-3.87,NaN,-0.1,2.6158
28.754457402,-5.01,NaN,-0.1,2.6278
28.754457402,-2.74,NaN,-0.1,2.6398
28.754457402,-4.49,NaN,-0.1,2.6518
28.754313159,-5.01,NaN,-0.1,2.6638
28.750851327,-5.02,NaN,-0.1,2.6758
28.750851327,-5.01,NaN,-0.1,2.6878
28.757342262,-5.01,NaN,-0.1,2.6998
28.757342262,-4.99,NaN,-0.1,2.7118
28.754313159,-5.02,NaN,-0.1,2.7238
28.751428299,-5.03,NaN,-0.1,2.7358
28.751428299,-5.04,NaN,-0.1,2.7478
28.751428299,-5.05,NaN,-0.1,2.7598
28.751428299,-5.05,NaN,-0.1,2.7718
28.768160487,-5.04,NaN,-0.1,2.7838
28.750755165,-5.05,NaN,-0.1,2.7958
28.756524885,-2.85,NaN,-0.1,2.8078
28.751332137,-4.95,NaN,-0.1,2.8198
28.751332137,-5.03,NaN,-0.1,2.8317
28.751332137,-5.05,NaN,-0.1,2.8437
28.751332137,-5.06,NaN,-0.1,2.8557
28.75628448,-4.38,NaN,-0.1,2.8677
28.755755589,-2.97,NaN,-0.1,2.8797
28.759265502,-5.09,NaN,-0.1,2.8917
28.759265502,-5.1,NaN,-0.1,2.9037
28.759265502,-5.12,NaN,-0.1,2.9157
28.759265502,-5.16,NaN,-0.1,2.9277
28.752774567,-5.15,NaN,-0.1,2.9397
28.762390767,-5.14,NaN,-0.1,2.9517
28.766093004,-5.15,NaN,-0.1,2.9637
28.745995146,-5.15,NaN,-0.1,2.9757
28.765756437,-5.16,NaN,-0.1,2.9877
28.765756437,-5.15,NaN,-0.1,2.9997
28.765756437,-5.15,NaN,-0.1,3.0117
28.755995994,-3.64,NaN,-0.1,3.0237
28.764410169,-4.09,NaN,-0.1,3.0357
28.756957614,-5.12,NaN,-0.1,3.0477
28.761140661,-6.72,NaN,-0.1,3.0597
28.755563265,-5.22,NaN,-0.1,3.0717
28.769891403,-5.07,NaN,-0.1,3.0837
28.76301582,-5.06,NaN,-0.1,3.0957
28.75484205,-3.58,NaN,-0.1,3.1077
28.766910381,-4.02,NaN,-0.2,3.1197
28.761813795,-5.04,NaN,-0.2,3.1317
28.76638149,-5.04,NaN,-0.2,3.1437
28.76638149,-5.04,NaN,-0.2,3.1557
28.754505483,-4.41,NaN,-0.2,3.1677
28.754505483,-2.98,NaN,-0.2,3.1797
28.754601645,-5.03,NaN,-0.2,3.1917
28.757967315,-6.27,-6.76,-0.2,3.2037
28.756476804,-8.93,NaN,-0.2,3.2157
28.756476804,-10.6,NaN,-0.2,3.2277
28.765467951,-11.46,NaN,-0.2,3.2397
28.761284904,-11.11,NaN,-0.2,3.2517
28.762871577,-9.83,NaN,-0.2,3.2637
28.760371365,-11.66,NaN,-0.2,3.2757
28.757919234,-11.68,NaN,-0.2,3.2877
28.757919234,-11.68,NaN,-0.2,3.2997
28.757919234,-11.68,NaN,-0.2,3.3117
28.755899832,-11.68,NaN,-0.2,3.3237
28.760852175,-11.69,NaN,-0.2,3.3357
28.760852175,-11.7,NaN,-0.2,3.3477
28.768833621,-11.69,NaN,-0.2,3.3597
28.759505907,-10.88,NaN,-0.2,3.3717
28.759265502,-9.84,NaN,-0.2,3.3837
28.759265502,-11.73,NaN,-0.2,3.3957
28.759265502,-12.58,NaN,-0.2,3.4077
28.759265502,-13.17,NaN,-0.2,3.4197
28.766573814,-11.37,NaN,-0.2,3.4317
28.762919658,-11.36,NaN,-0.2,3.4437
28.757438424,-11.36,NaN,-0.2,3.4557
28.758063477,-11.37,NaN,-0.2,3.4677
28.760707932,-11.37,NaN,-0.2,3.4797
28.75868853,-11.39,NaN,-0.2,3.4917
28.759025097,-11.4,NaN,-0.2,3.5037
28.759313583,-11.4,NaN,-0.2,3.5157
28.765371789,-11.38,NaN,-0.2,3.5277
28.765371789,-12.37,NaN,-0.2,3.5397
28.761284904,-13.35,NaN,-0.2,3.5517
28.771766562,-11.34,NaN,-0.2,3.5637
28.765467951,-11.34,NaN,-0.2,3.5757
28.772583939,-11.33,NaN,-0.2,3.5877
28.769218269,-11.31,NaN,-0.2,3.5997
28.77840174,-11.29,NaN,-0.2,3.6117
28.77118959,-11.28,NaN,-0.2,3.6237
28.77118959,-11.27,NaN,-0.2,3.6357
28.765564113,-11.27,NaN,-0.2,3.6477
28.77215121,-11.27,NaN,-0.2,3.6597
28.764890979,-11.25,NaN,-0.2,3.6717
28.764890979,-11.25,NaN,-0.2,3.6837
28.764890979,-11.25,NaN,-0.2,3.6957
28.775661123,-11.26,NaN,-0.2,3.7077
28.776093852,-11.73,NaN,-0.2,3.7197
28.770276051,-13.26,NaN,-0.2,3.7317
28.766525733,-11.4,NaN,-0.2,3.7437
28.766525733,-10.71,NaN,-0.2,3.7557
28.766525733,-9.43,NaN,-0.2,3.7677
28.766525733,-11.32,NaN,-0.2,3.7797
28.766525733,-10.04,NaN,-0.2,3.7917
28.761717633,-10.06,NaN,-0.2,3.8037
28.765660275,-11.26,NaN,-0.2,3.8157
28.764842898,-11.25,NaN,-0.2,3.8277
28.763111982,-11.23,NaN,-0.2,3.8397
28.752486081,-11.21,NaN,-0.2,3.8517
28.759746312,-11.21,NaN,-0.2,3.8637
28.758496206,-11.22,NaN,-0.2,3.8757
28.758496206,-11.68,NaN,-0.2,3.8877
28.758496206,-13.2,NaN,-0.2,3.8997
28.760467527,-11.32,NaN,-0.2,3.9117
28.766573814,-11.25,NaN,-0.2,3.9237
28.758303882,-11.23,NaN,-0.2,3.9357
28.769554836,-9.3,NaN,-0.2,3.9477
28.769506755,-11.13,NaN,-0.2,3.9597
28.765660275,-11.22,NaN,-0.2,3.9717
28.775180313,-11.22,NaN,-0.2,3.9837
28.77695931,-11.22,NaN,-0.2,3.9957
28.77695931,-11.23,NaN,-0.2,4.0077
28.77695931,-11.23,NaN,-0.2,4.0197
28.77695931,-11.26,NaN,-0.2,4.0317
28.778545983,-11.29,NaN,-0.2,4.0437
28.768016244,-11.34,NaN,-0.2,4.0557
28.768016244,-11.4,NaN,-0.2,4.0677
28.764794817,-11.42,NaN,-0.2,4.0796
28.770804942,-10.65,NaN,-0.2,4.0916
28.773978288,-11.03,NaN,-0.2,4.1036
28.77599769,-13.74,NaN,-0.2,4.1156
28.77118959,-11.66,NaN,-0.2,4.1276
28.779699927,-11.53,NaN,-0.2,4.1396
28.779699927,-11.5,NaN,-0.2,4.1516
28.767775839,-11.51,NaN,-0.2,4.1636
28.761525309,-11.5,NaN,-0.2,4.1756
28.766237247,-11.47,NaN,-0.2,4.1876
28.775661123,-9.63,NaN,-0.2,4.1996
28.76830473,-11.6,NaN,-0.2,4.2116
28.769939484,-13.03,NaN,-0.2,4.2236
28.769939484,-10.86,NaN,-0.2,4.2356
28.771526157,-12.18,NaN,-0.2,4.2476
28.759890555,-11.28,NaN,-0.2,4.2596
28.762246524,-11.28,NaN,-0.2,4.2716
28.765660275,-11.29,NaN,-0.2,4.2836
28.765660275,-10.12,NaN,-0.2,4.2956
28.768352811,-13.53,NaN,-0.2,4.3076
28.768977864,-13.52,NaN,0.1,4.3196
28.767775839,-11.32,NaN,0.1,4.3316
28.771381914,-11.32,NaN,0.1,4.3436
28.771429995,-11.09,NaN,0.1,4.3556
28.77118959,-9.45,NaN,0.1,4.3676
28.786623591,-11.44,NaN,0.1,4.3796
28.793739579,-12.76,17.97,0.1,4.3916
28.793739579,-8.25,NaN,0.1,4.4036
28.80965439,-3.74,NaN,0.1,4.4156
28.806144477,0.76,NaN,0.1,4.4276
28.810183281,4.76,NaN,0.1,4.4396
28.810183281,4.89,NaN,0.1,4.4516
28.810183281,5.37,NaN,0.1,4.4636
28.823309394,5.44,NaN,0.1,4.4756
28.817539674,5.48,NaN,0.1,4.4876
28.810856415,5.51,NaN,0.1,4.4996
28.810856415,6.39,NaN,0.1,4.5116
28.815616434,3.74,NaN,0.1,4.5236
28.815616434,5.11,NaN,0.1,4.5356
28.809365904,5.66,NaN,0.1,4.5476
28.813837437,5.7,NaN,0.1,4.5596
28.811529549,5.75,NaN,0.1,4.5716
28.811529549,7.54,NaN,0.1,4.5836
28.811529549,6.4,NaN,0.1,4.5956
28.810952577,4.78,NaN,0.1,4.6076
28.82167464,6.15,NaN,0.1,4.6196
28.821578478,6.66,NaN,0.1,4.6316
28.817299269,6.64,NaN,0.1,4.6436
28.821145749,6.61,NaN,0.1,4.6556
28.821145749,6.6,NaN,0.1,4.6676
28.825136472,6.59,NaN,0.1,4.6796
28.825136472,6.15,NaN,0.1,4.6916
28.81878978,4.67,NaN,0.1,4.7036
28.82311707,6.48,NaN,0.1,4.7156
28.822876665,7.11,NaN,0.1,4.7276
28.822876665,8.41,NaN,0.1,4.7396
28.822876665,6.56,NaN,0.1,4.7516
28.819703319,7.76,NaN,0.1,4.7636
28.826530821,7.75,NaN,0.1,4.7756
28.823790204,6.55,NaN,0.1,4.7876
28.816145325,6.55,NaN,0.1,4.7996
28.816145325,7.1,NaN,0.1,4.8116
28.816145325,7.01,NaN,0.1,4.8236
28.828357899,4.35,NaN,0.1,4.8356
28.824655662,6.35,NaN,0.1,4.8476
28.813116222,6.49,NaN,0.1,4.8596
28.812587331,6.47,NaN,0.1,4.8716
28.81782816,6.47,NaN,0.1,4.8836
28.81782816,6.46,NaN,0.1,4.8956
28.81590492,6.45,NaN,0.1,4.9076
28.818597456,6.45,NaN,0.1,4.9196
28.808885094,6.45,NaN,0.1,4.9316
28.82359788,6.46,NaN,0.1,4.9436
28.82359788,6.49,NaN,0.1,4.9556
28.82359788,6.5,NaN,0.1,4.9676
28.82359788,6.51,NaN,0.1,4.9796
28.820953425,6.5,NaN,0.1,4.9916
28.814558652,6.49,NaN,0.1,5.0036
28.82023221,7.64,NaN,0.1,5.0156
28.817635836,7.44,NaN,0.1,5.0276
28.817635836,6.49,NaN,0.1,5.0396
28.817635836,7.87,NaN,0.1,5.0516
28.801721025,4.96,NaN,0.1,5.0636
28.801721025,6.42,NaN,0.1,5.0756
28.822347774,6.47,NaN,0.1,5.0876
28.825761525,7.63,NaN,0.1,5.0996
28.809125499,7.41,NaN,0.1,5.1116
28.809125499,6.49,NaN,0.1,5.1236
28.816962702,7.86,NaN,0.1,5.1356
28.811769954,5.84,NaN,0.1,5.1476
28.813837437,8.26,NaN,0.1,5.1596
28.813837437,6.52,NaN,0.1,5.1716
28.802634564,6.52,NaN,0.1,5.1836
28.820184129,7.04,NaN,0.1,5.1956
28.811673792,8.24,NaN,0.1,5.2076
28.809894795,5.84,NaN,0.1,5.2196
28.809894795,5.89,NaN,0.1,5.2316
28.825376877,4.9,NaN,0.1,5.2436
28.816722297,8.03,NaN,0.1,5.2556
28.818405132,6.7,NaN,0.1,5.2676
28.828742547,7.12,NaN,0.1,5.2796
28.828742547,7.05,NaN,0.1,5.2916
28.828742547,7.82,NaN,0.1,5.3036
28.826578902,5.28,NaN,0.1,5.3156
28.824944148,6.62,NaN,0.1,5.3275
28.830617706,7.83,NaN,0.1,5.3395
28.816049163,8.64,NaN,0.1,5.3515
28.824992229,7.5,NaN,0.1,5.3635
28.815712596,6.59,NaN,0.1,5.3755
28.829463762,8.24,NaN,0.1,5.3875
28.829463762,6.99,NaN,0.1,5.3995
28.829463762,4.74,NaN,0.1,5.4115
28.824415257,6.06,NaN,0.1,5.4235
28.826819307,6.56,NaN,0.1,5.4355
28.832925594,6.56,NaN,0.1,5.4475
28.832925594,6.56,NaN,0.1,5.4595
28.832925594,6.55,NaN,0.1,5.4715
28.832925594,6.55,NaN,0.1,5.4835
28.840762797,6.55,NaN,0.1,5.4955
28.832589027,6.55,NaN,0.1,5.5075
28.841435931,6.54,NaN,0.1,5.5195
28.834464186,6.54,NaN,0.1,5.5315
28.84090704,6.55,NaN,0.1,5.5435
28.840281987,6.56,NaN,0.1,5.5555
28.840281987,6.58,NaN,0.1,5.5675
28.840281987,6.58,NaN,0.1,5.5795
28.840281987,6.58,NaN,0.1,5.5915
28.840281987,6.59,NaN,0.1,5.6035
28.837637532,7.1,NaN,0.1,5.6155
28.846580598,7.06,NaN,0.1,5.6275
28.854129315,5.94,NaN,0.1,5.6395
28.845426654,6.59,NaN,0.1,5.6515
28.837589451,6.97,NaN,0.1,5.6635
28.837589451,8.32,NaN,0.1,5.6755
28.837589451,6.95,NaN,0.1,5.6875
28.837589451,7.49,NaN,0.1,5.6995
28.82984841,6.61,NaN,0.1,5.7115
28.840041582,5.97,NaN,0.1,5.7235
28.840041582,4.67,NaN,0.1,5.7355
28.834416105,5.11,NaN,0.1,5.7475
28.838262585,8.08,NaN,0.1,5.7595
28.835329644,7.53,NaN,0.1,5.7715
28.835329644,6.61,NaN,0.1,5.7835
28.841964822,6.58,NaN,0.1,5.7955
28.828694466,6.55,NaN,0.1,5.8075
28.83465651,7.61,NaN,0.1,5.8195
28.83465651,4.56,NaN,0.1,5.8315
28.830954273,4.57,NaN,0.1,5.8435
28.831627407,7.26,NaN,0.1,5.8555
28.84619595,8.56,NaN,0.1,5.8675
28.831531245,8.31,NaN,0.1,5.8795
28.831531245,6.02,NaN,0.1,5.8915
28.831531245,5.43,NaN,0.1,5.9035
28.831531245,6.64,NaN,0.1,5.9155
28.831531245,6.65,NaN,0.1,5.9275
28.839801177,6.66,NaN,0.1,5.9395
28.829944572,6.67,NaN,0.1,5.9515
28.829944572,6.69,NaN,0.1,5.9635
28.833646809,8.27,NaN,0.1,5.9755
28.831723569,6.5,NaN,0.1,5.9875
28.83129084,5.15,NaN,0.1,5.9995
28.823838285,7.21,NaN,0.1,6.0115
28.823838285,7.01,NaN,0.1,6.0235
28.823838285,5.29,NaN,0.1,6.0355
28.831675488,6.57,NaN,0.1,6.0475
28.828934871,6.64,NaN,0.1,6.0595
28.833791052,6.62,NaN,0.1,6.0715
28.823309394,6.62,NaN,0.1,6.0835
28.825809606,6.63,NaN,0.1,6.0955
28.82407869,8.19,NaN,0.1,6.1075
28.828165575,5.26,NaN,0.1,6.1195
28.833165999,6.54,NaN,0.1,6.1315
28.819607157,7.72,NaN,0.1,6.1435
28.833550647,8.48,NaN,0.1,6.1555
28.833550647,7.44,NaN,0.1,6.1675
28.833550647,6.59,NaN,0.1,6.1795
28.824992229,6.59,NaN,0.1,6.1915
28.824511419,6.6,NaN,0.1,6.2035
28.82311707,6.6,NaN,0.1,6.2155
28.823501718,6.61,NaN,0.1,6.2275
28.823501718,6.63,NaN,0.1,6.2395
28.823501718,7.13,NaN,0.1,6.2515
28.826194254,7.17,NaN,0.1,6.2635
28.827011631,7.78,NaN,0.1,6.2755
28.829559924,6.03,NaN,0.1,6.2875
28.833262161,4.92,NaN,0.1,6.2995
28.823790204,6.18,NaN,0.1,6.3115
28.817299269,6.7,NaN,0.1,6.3235
28.825713444,6.68,NaN,0.1,6.3355
28.824319095,5.3,NaN,0.1,6.3475
28.824319095,6.06,NaN,0.1,6.3595
28.824319095,6.69,NaN,0.1,6.3715
28.82359788,6.68,NaN,0.1,6.3835
28.829896491,6.68,NaN,0.1,6.3955
28.829896491,6.67,NaN,0.1,6.4075
28.829704167,7.12,NaN,0.1,6.4195
28.835329644,8.31,NaN,0.1,6.4315
28.83754137,6.03,NaN,0.1,6.4435
28.83754137,5.44,NaN,0.1,6.4555
28.83754137,6.68,NaN,0.1,6.4675
28.827300117,8.13,NaN,0.1,6.4795
28.827203955,8.65,NaN,0.1,6.4915
28.834319943,7.61,NaN,0.1,6.5035
28.832348622,6.71,NaN,0.1,6.5155
28.832348622,6.71,NaN,0.1,6.5275
28.832348622,7.75,NaN,0.1,6.5395
28.832348622,4.74,NaN,0.1,6.5515
28.82407869,4.72,NaN,0.1,6.5635
28.819126347,6.56,NaN,0.1,6.5754
28.823982528,7.15,NaN,0.1,6.5874
28.829559924,8.37,NaN,0.1,6.5994
28.829559924,6.68,NaN,0.1,6.6114
28.829559924,6.7,NaN,0.1,6.6234
